"species","breed_name","color","name","actual_card_num","sex","birth_date"
2,"БОБТЕЙЛ КУРИЛЬСКИЙ","ДЫМЧАТЫЙ ТАББИ","КАСЯ",857,2,20190725
1,"ШИ-ТЦУ","ЗОЛОТО С БЕЛЫМ","АЛЬМА",861,2,20190812
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","МОЛЛИ",101,4,20180401
2,"СКОТТИШ-ФОЛД","ЧЕРНЫЙ","НЮША",930,4,20190414
1,"МЕТИС","КОРИЧНЕВЫЙ ПОДПАЛЙ","ЖУЖА",949,2,20190805
2,"МЭЙН-КУН","РЫЖИЙ","АЛИСА",890,2,20190614
2,"МЕТИС","СЕРЫЙ ПОЛОСАТЫЙ","ШВЕПС",929,3,20180214
2,"ТАЙСКАЯ","СИЛТАББИПОЙНТ","ЗАЯЦ",928,3,20190425
2,"АБИССИНСКАЯ","ПОРОДНЫЙ","РУДОЛЬФ",864,3,20190215
2,"МЕТИС","ЧЕРНО-БЕЛАЯ","МАТИЛЬДА",902,4,20181015
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ТЕМНАЯ ШИНШИЛЛА","ЛИЗА",860,4,20111122
1,"ТАКСА КАРЛИКОВАЯ ГЛАДКОШЕРСТНАЯ","КОРИЧНЕВЫЙ","МАКС",866,1,20190819
1,"МЕТИС","КОРИЧНЕВЫЙ","ДЖИММИ",867,1,20190505
2,"МЕТИС","СЕРЫЙ ТАББИ","ХАРВИ",873,1,20190613
1,"МАЛАМУТ","БЕЛОСЕРЫЙ","ТЕРРИ",886,2,20170401
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","МОРМЫША",876,4,20180604
2,"БЕНГАЛЬСКАЯ","ПОРОДНЫЙ","АМУР",878,1,20190711
2,"СКОТТИШ СТРАЙТ","СЕРЫЙ ТАББИ","ТИМА",904,1,20190304
2,"МЕТИС","ГОЛУБОЙ","ФИЛ",907,1,20190615
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","РЫЖИЙ ТАББИ","РЫЖИК",909,3,20190309
1,"ТЕРЬЕР ТОЙ РУССКИЙ ГЛАДКОШЕРСТНЫЙ","АБРИКОС","МИЯ",894,2,20190817
2,"МЕТИС","ЧЕРНЫЙ","КУЗЯ",973,3,20170315
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","СЕРО-ГОЛУБОЙ","МУЛЬТИК",975,1,20100619
2,"МЕТИС","ДЫМЧАТЫЙ ТАБИ","КОРЖИК",7484,3,20160515
2,"МЕТИС","СЕРЫЙ ТАББИ НА БЕ.","СМОКИ",916,3,20190315
2,"МЕТИС","СЕРЕБР. ТАББИ","ТОМАС",976,3,20190428
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","ПЛЮША",977,4,20160103
1,"МЕТИС","ПАЛЕВЫЙ","ХАННИ",910,2,20190823
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ ТАББИ","ЛЮСЯ",927,1,20140308
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","КЕТТИ",961,2,20190907
2,"МЕТИС","СЕРЫЙ ТАББИ","ФЫРА",906,4,20180516
2,"СКОТТИШ СТРАЙТ","ГОЛУБАЯ","ШЕРИ",932,4,20171125
1,"МЕТИС","ПАЛЕВЫЙ","ГРАФ",1000,1,20190701
2,"МЕТИС","ЧЕРНЫЙ","АСЯ",911,2,20190615
2,"МЕТИС","ЧЕРНОБЕЛАЯ","ЛИЗА",980,4,20180928
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","БОНЯ",935,4,20181126
1,"МЕТИС","РЫЖИЙ","БЕРТА",1223,2,20170708
2,"СКОТТИШ-ФОЛД","БЕЖЕВЫЙ ТАББИ","ТЕО",2874,1,20190815
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРНЫЙ","НИЛИКС",982,3,20190501
2,"МЕТИС","СЕР.ТАББИ НА БЕЛОМ","ЧЕСТЕР",9273,3,20190223
2,"СИАМСКАЯ","ШОКОПОЙНТ","СЕМА",9705,3,20190501
2,"МЕТИС","ЧЕРНЫЙ","СМЕТАНА",905,2,20190510
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","БЕЛКА",917,4,20180606
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","САНДРА",922,2,20181225
2,"СФИНКС ДОНСКОЙ","ЧЕРЕПАХОВЫЙ","МУСЯ",923,2,20190315
1,"МЕТИС","РЫЖИЙ","МИМИ",936,2,20190912
2,"МЕТИС","КОРИЧНЕВАЯ","КОШКА",937,4,20190505
2,"СИАМСКАЯ","СТАНД","ПУПС",938,3,20190410
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","БЕЛЫЙ","СНЕЖОК",939,1,20190404
2,"МЕТИС","ТРЕХЦВЕТНАЯ","ЛЕСЯ",921,4,20170505
2,"СКОТТИШ СТРАЙТ","ВИСКАС","БАКС",9445,1,20190815
2,"МЕТИС","БЕЛОРЫЖИЙ","КОТЯ",918,1,20190505
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","МИККИ",919,4,20190321
2,"МЕТИС","ЧЕРЕПАХОВЫЙ ТАББИ","СЕМА",924,3,20190315
2,"МЕТИС","РЫЖИЙ ТАББИ БИК","ЕЛЛО",925,4,20160501
1,"МЕТИС","ПАЛЕВЫЙ","МЕЛИССА",981,2,20130308
1,"МЕТИС","РЫЖИЙ","ДУНЯША",979,4,20180815
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","БЕЛО-ЧЁРНЫЙ","ЛОРД",9708,1,20071111
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","ДОРИС",983,2,20151030
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","БОНЯ",984,4,20151229
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","МАРС",986,3,20190215
2,"МЕТИС","РЫЖИЙ ТАББИ БИК","ТИМА",987,3,20190303
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","БАГГИ",989,4,20190501
2,"МЕТИС","ЧЕРЕПАХ. ТИКИНГ","ЯСЯ",991,2,20150606
1,"МЕТИС","ЧЕПРАЧНЫЙ","АЙЛА",992,2,20190903
2,"СФИНКС ДОНСКОЙ","ЧЕРНЫЙ БИКОЛОР","ЛОЛА",9897,2,20181126
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРО НА ЧЕРНОМ","ЧЕЛСИ",942,1,20190821
2,"МЕТИС","СЕРЫЙ ТАББИ","СОНЯ",943,2,20061010
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","МУСЯ",944,2,20071010
1,"МОПС","ПЕСОЧНЫЙ","ЛЕО",993,1,20090603
2,"МЕТИС","ЧЕРЕПАХОВЫЙ ТАББИ","ЭЛЯ",994,4,20180917
2,"МЕТИС","РЫЖИЙ ТАББИ БИК","ТИГРИС ИВАНОВИЧ",995,3,20190415
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","МУРЗИК",996,3,20190415
2,"МЕТИС","БЕЛЫЙ","БЕЛКА",997,4,20170815
2,"МЕТИС","РЫЖИЙ ТАББИ БИКОЛО","САННИ",9023,1,20180601
2,"МЕТИС","БЕЛОСЕРЫЙ","ЛУНА",947,4,20180501
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ЧЕПРАЧНЫЙ","ДЖЕССИ",946,2,20190901
2,"БЕНГАЛЬСКАЯ","ПОРОДНЫЙ","ВЕНЯ",90,3,20190517
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ВИСКАС",998,3,20180815
2,"МЕТИС","ЧЕРНЫЙ ТИКИНГ ТАБ","КИСА",951,4,20190615
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ШЕЛБИ",952,2,20190901
2,"МЕТИС","ЧЕРЕПАХ. ТАББИ","СОНЯ",955,2,20190808
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","ТОМАС",959,3,20190514
2,"СФИНКС КАНАДСКИЙ","ФЛОК","ХАММЕР",962,1,20190720
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕРНО-ПОДПАЛЫЙ","ДЖЕК",963,1,20190918
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","ЛЕОН",964,3,20190415
2,"МЕТИС","СЕРЕБР. ТАББИ","СЮСЯ",965,4,20190415
2,"МЕТИС","ГОЛУБОЙ ТАББИ","ТОМ",970,1,20190730
2,"МЕТИС","РЫЖИЙ ТАББИ","МАЛЫШ",971,1,20190730
2,"МЕТИС","РЫЖИЙ ТАББИ","МОРИС",972,1,20190730
2,"МЕТИС","ДИКИЙ","МУСЛИМ",1001,3,20140415
1,"ХАСКИ","ПОРОДНЫЙ","ХАНТЕР",9406,1,20190515
2,"РУССКАЯ ГОЛУБАЯ","ГОЛУБАЯ","ГУЧИ",1073,3,20190405
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБАЯ","БУСИНКА",1003,4,20180802
2,"МЕТИС","ЧЕРНО-БЕЛАЯ","МАСЯНЯ",1004,4,20190414
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","ПУСЯ",6309,3,20160801
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ПУСЯ",5949,4,20190915
1,"КАНЕ-КОРСО","ЧЕРНЫЙ С БЕЛЫМ","ВАЛЬДА",1008,2,20190917
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","КОТЕЙКА",974,3,20190412
1,"ЧИ-ХУА-ХУА","АБРИКОС","КЕКС",1020,1,20190831
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","ТИМОФЕЙ",9640,3,20190518
2,"АНГОРСКАЯ","БЕЛЫЙ","СНЕЖОК",1014,3,20190314
2,"ТАЙСКАЯ","ШОКОПОЙНТ","АЛИСА",1016,4,20151130
2,"СКОТТИШ-ФОЛД","ВИСКАС","ТИМОН",1017,3,20160416
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ТИМОФЕЙ",1018,3,20190406
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","ДЫМОК",89,3,20170706
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ТУЯ",8862,4,20190407
1,"РЕТРИВЕР ЛАБРАДОР","ЧЕРНЫЙ","БАГГИ",1021,4,20140308
2,"МЕТИС","РЫЖИЙ","ПЕРСИК",1023,3,20190404
2,"МЕТИС","ЧЕРЕПАХА","СЮЗАННА",1024,4,20170817
1,"МЕТИС","КОЧНЕВЫЙ С ПОДПАЛМ","ФИКСИ",1026,4,20190413
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","МУРКА",1025,4,20170606
2,"МЕТИС","СЕРЫЙ ТАББИ","ЭЛЬЗА",1027,4,20170615
1,"ЧИ-ХУА-ХУА","ШОКОЛАД","ШКИПЕР",1028,1,20190529
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","КРЕМОВЫЙ","ПЕРСИК",1029,3,20140606
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","ПОРОДНЫЙ","МАЙЛА",1031,2,20191014
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","РЫЖИЙ","ГАРРИ",1032,1,20170425
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","ПОРОДНЫЙ","РАЛЬФ",1034,1,20191012
2,"МЕТИС","ЧЕРНЫЙ","НОЛА",1036,2,20100902
4,"белки","СЕРАЯ","БЕЛКА",1037,1,20190505
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБАЯ","ХИЛЬДА",1038,4,20150505
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","КИТ",1042,1,20180816
1,"РЕТРИВЕР ЛАБРАДОР","ПЕРСИК","ДЖЕККИ",1045,1,20190824
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ТОША",1047,1,20190927
2,"МЕТИС","БЕЛОРЫЖИЙ","АНТОША",8754,3,20180501
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","ВЕСТА",2832,4,20181013
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","МАСЯ",1046,4,20071010
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРЕПАХА","СТАСЯ",1051,4,20170715
2,"МЕТИС","ГОЛУБОЙ ТАББИ","БАРСИК",81,3,20180420
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕРНЫЙ","МАРФА",1058,2,20180801
2,"МЕТИС","ГОЛУБОЙ","ТОМАС",1052,1,20190810
2,"МЕТИС","СЕРЫЙ","СЕРЫЙ",1053,3,20190701
1,"МЕТИС","БЕЛЫЙ С КОРИЧНЕВЫИ","ВИНЧИ",8708,1,20160121
2,"МЕТИС","ЧЕРНЫЙ С БЕЛЫМ","МАСЯ",1054,4,20170520
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ГРЭЙ",9534,3,20190615
1,"ЛАЙКА РУССКО-ЕВРОПЕЙСКАЯ","ЧЕРНЫЙ С БЕЛЫМ","АМГА",1055,2,20190825
1,"ЛАЙКА РУССКО-ЕВРОПЕЙСКАЯ","ЧЕРНЫЙ С БЕЛЫМ","МАРЫШ",1056,1,20191103
2,"МЕТИС","СЕРЫЙ ТАББИ","МАРТА",1060,4,20190601
1,"ПУДЕЛЬ СРЕДНИЙ","ЧЕПРАЧНЫЙ","МАК",1059,1,20190221
2,"МЕТИС","СЕРЫЙ ТАББИ","ЛУНА",1062,2,20190415
2,"МЕТИС","СЕРЫЙ","ЯША",1063,1,20180901
2,"МЕТИС","ЧЕРНЫЙ","КУЗЯ",1064,1,20190815
1,"МЕТИС","ЧЕРНЫЙ","ДАРСИ",1066,2,20190924
2,"МЕТИС","ГОЛУБОЙ","ТАИСИЯ",1067,4,20160606
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ПЛЮШКА",1068,2,20150606
2,"МЕТИС","СЕРЫЙ ТАББИ","ПУШОК",1069,1,20190915
2,"МЕТИС","ГОЛУБОЙ","МАРС",1070,3,20180505
2,"МЕТИС","СЕРАЯ","КНОПКА",1035,4,20190405
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ ТАББИ","МУСЯ",1099,2,20190223
2,"МЕТИС","ГОЛУБОЙ ДЫМ","ЧИП",1100,3,20190401
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","АСК",1072,2,20191017
1,"ХАСКИ","СЕРЕБРО","ТАЙНА",1074,4,20171226
2,"СФИНКС КАНАДСКИЙ","СИЛ ПОЙНТ","ИСИДА",1075,2,20190909
1,"МЕТИС","ЗОЛОТИСТЫЙ","ДУСЯ",1076,2,20170606
2,"МЕТИС","СЕРЫЙ ТАББИ","КОТИК",1078,3,20190619
2,"СИБИРСКАЯ","ГОЛУБОЙ БИКОЛОР","ИРИСКА",891,4,20190430
1,"МЕТИС","ПЕСОК","КУЗЯ",1874,2,20180401
2,"МЕТИС","СЕРЫЙ ТАББИ","ТОМАС",1079,3,20190226
2,"БЕНГАЛЬСКАЯ","ПОРОДНЫЙ","ИРМА",1080,2,20190807
2,"МЕТИС","БЕЛАЯ","БЕЛЯНКА",1081,4,20190506
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","СЕБАСТЬЯН",1082,1,20191001
2,"МЕТИС","БЕЛЫЙ С СЕРЫМ","ТОША",1084,3,20150723
2,"МЕТИС","РЫЖИЙ ТАББИ НА БЕ.","РЫЖИК",892,3,20190602
2,"МЕТИС","ЧЕРНЫЙ","СИМКА",1085,4,20190523
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","МУХОМОР",1112,3,20190808
2,"БУРМАНСКАЯ","ШОКОЛАД","БОНИФАЦИЙ",1116,1,20191102
2,"МЕТИС","РЫЖИЙ","РЫЖИК",1113,3,20190710
2,"МЕТИС","ЧЕРНО-БЕЛЫЙ","КУЗЯ",1114,3,20180214
1,"ТЕРЬЕР ТОЙ РУССКИЙ ГЛАДКОШЕРСТНЫЙ","РЫЖАЯ","КНОПА",1120,2,20191030
1,"ТАКСА КАРЛИКОВАЯ ГЛАДКОШЕРСТНАЯ","ЧЕПРАК","KIMI КИМИ",1121,2,20191001
1,"БИГЛЬ","БЕЛЫЙ С РЫЖИМ","БУГГИ",1118,1,20160805
2,"СИАМСКАЯ","ПОРОДНЫЙ","МУРЧЕЛЛО",2789,1,20190915
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ТИМОША",5746,1,20190828
2,"МЕТИС","СЕРЫЙ ТАББИ","НИНА",28,2,20190815
1,"ДАЛМАТИН","ПОРОДНЫЙ","ФОРА",9394,2,20191026
2,"МЕТИС","СЕРЫЙ ТАББИ НА БЕМ","ЛЮСЯ",4028,4,20190923
2,"СИБИРСКАЯ","БЕЛОСЕРЫЙ","ТИМА",10107,1,20180810
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВАЯ","КУКИ",893,2,20180702
2,"СКОТТИШ-ФОЛД","СЕРЫЙ ТАББИ","ШКИПЕР",1098,3,20160601
2,"МЕТИС","СЕРЫЙ ТАББИ","СИМА",1119,4,20190715
2,"МЕТИС","СЕРЫЙ ТАББИ","ЛИЗА",1122,2,20110505
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","ПЕСОК НА БЕЛОМ","СТИЧ",1087,1,20191120
1,"ЧИ-ХУА-ХУА","ПЕСОК","ЗЮЗЯ",1096,1,20191021
2,"МЕТИС","ДЫЧАТЫЙ","ГРАФИНЯ",1094,4,20190515
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","БАНДИТ",1123,1,20180509
2,"МЕТИС","ПЕРСИКОВАЯ","АЛИСА",1124,4,20190705
2,"МЕТИС","БЕНГАЛЬСКИЙ","МАКС",1125,3,20190728
2,"МЕТИС","СЕРЫЙ ТАББИ","БАФФИ",1088,1,20180815
2,"МЕТИС","ЧЕРНО-БЕЛЫЙ","ФЕДОР",1091,1,20190425
2,"СФИНКС КАНАДСКИЙ","СЕРЕБРО","АЛЬФА",1126,2,20190812
2,"СКОТТИШ-ФОЛД","МРАМОРНЫЙ СЕРЕБРИЙ","ЗЕМФИР",1127,1,20191207
2,"МЕТИС","ТРЕХЦВЕТНАЯ","РУСЯ",1128,4,20190705
2,"МЭЙН-КУН","СЕРЫЙ ТАББИ","МАРК",1093,3,20190715
2,"СКОТТИШ СТРАЙТ","ВИСКАС","МАРСЕЛЬ",1092,3,20190501
2,"МЕТИС","СЕРЫЙ ТАББИ","ТИМА",1105,3,20150501
1,"САМОЕД","БЕЛЫЙ","КОРД",1110,1,20191023
2,"МЭЙН-КУН","МРАМОРНЫЙ ПЕРСИК","ЭЛИС",1108,4,20140213
2,"МЕТИС","ЧЕРНОБЕЛАЯ","САНДРА",2009,4,20190626
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРЕПАХА","ПЛЮШКА",1106,4,20190415
2,"СИАМСКАЯ","ПОРОДНЫЙ","СИМА",1104,4,20020320
2,"СКОТТИШ СТРАЙТ","ГОЛУБОЙ","ДЖЕССИ",1101,4,20181103
2,"МЕТИС","ТРЕХЦВЕТНАЯ","МИНА",1129,4,20190724
2,"МЭЙН-КУН","СЕРЫЙ ТАББИ","КАССАНДРА",1102,2,20191124
2,"МЕТИС","РЫЖИЙ","ФЕЛИКС",1130,3,20190701
2,"МЕТИС","ТРЕХЦВЕТНАЯ","ДЖЕССИКА",1131,4,20190701
2,"МЕТИС","РЫЖИЙ С КОРИЧНЕВЫМ","ВАСИЛИЙ",1132,3,20190802
2,"МЕТИС","СЕРЕБРИСТЫЙ ТАББИ","ЭЛЯ",1133,4,20190610
2,"МЕТИС","ЧЕРНЫЙ","ХАРДИ",1135,3,20190505
1,"ПУДЕЛЬ МАЛЫЙ","АБРИКОС","НАЙТА",10069,2,20191001
1,"ПЕКИНЕС","БЕЛЫЙ","ТОФИК",36,1,20130615
2,"МЕТИС","СЕРЫЙ ТАББИ","БУСЯ",1103,2,20080610
2,"МЕТИС","БЕЛАЯ","ГРЕТТА",1136,4,20190401
2,"МЕТИС","СЕРАЯ ТАББИ","МУСЯ",1138,4,20190601
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","ТУЧКА",1140,2,20191022
2,"МЕТИС","ТРЕХЦВЕТНАЯ","ЛИЗАВЕТА",1141,4,20190622
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ШИЛА",1142,4,20190715
2,"МЕТИС","СЕРЫЙ ТАББИ","СЭМ",1143,3,20190915
2,"МЕТИС","ТРЕХЦВЕТНАЯ","БАСЯ",1144,4,20190618
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","СИМБА",1145,3,20190723
2,"МЕТИС","ТРЕХЦВЕТНАЯ","БУСИНКА",1146,4,20190701
1,"МЕТИС","ЧЕРНЫЙ","БАРС",1279,1,20170501
2,"МЕТИС","СЕРЫЙ ТАББИ","МАЙКЛ",7663,1,20181019
2,"МЕТИС","СЕРАЯ","БИРА",1147,4,20180620
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ЖОРА",1148,1,20191105
2,"МЕТИС","ГРАФИТОВЫЙ С БЕЛЫМ","БОЛТ",1149,1,20190814
1,"МЕТИС","БЕЛОРЫЖАЯ","МАНЮНЯ",402,2,20070905
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","КУЗЯ",1150,3,20180616
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","РОКСИ",1151,4,20190603
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","БУБЛИК",1152,3,20111215
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","МАКС",2605,3,20180606
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","ПАЛЕВЫЙ","РИЧИ",1153,1,20191103
2,"МЕТИС","СЕРЫЙ ТАББИ","КИСЯКА",1154,4,20190404
2,"МЕТИС","РЫЖИЙ","РЫЖИЙ",1156,3,20170401
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","АСЯ",1155,4,20190815
2,"МЕТИС","БЕЛЫЙ","ПЕРСИ",1160,1,20191010
2,"МЕТИС","СЕРЫЙ ТАББИ","ИЗОЛЬДА",1161,4,20190308
2,"МЕТИС","БЕЛЫЙ С СЕРЫМ","МУРЗИК",1162,3,20190714
2,"МЕТИС","СЕРЫЙ С БЕЛЫМ","ОКУРОК",1163,3,20170505
2,"МЕТИС","ЧЕРНЫЙ","БЕЛОСНЕЖКА",300,2,20191010
2,"МЕТИС","СЕРЫЙ ТАББИ","ПУМБА",3993,3,20190417
1,"МЕТИС","РЫЖЕПОДПАЛЫЙ","КНОПКА",5925,4,20190725
2,"МЕТИС","НЕТ","ЛЕО",956,3,20190808
2,"МЕТИС","НЕТ","СЕМЕН",957,3,20190808
2,"МЕТИС","ЧЕРНЫЙ","ТИША",958,3,20190808
2,"МЕТИС","НЕТ","НЕТ",954,2,20190808
2,"МЕТИС","БЕЛЫЙ С ЧЕРНЫМ","КУЗЯ",1166,1,20190210
2,"МЕТИС","ЧЕРНЫЙ","САЖИК",1167,3,20180205
1,"САМОЕД","БЕЛЫЙ","КАСПЕР",1168,1,20170830
2,"МЕТИС","ЧЕРНЫЙ С БЕЛЫМ","МАЙА",1169,2,20190705
2,"МЕТИС","ГОЛУБОЙ","ДЫМКА",2307,4,20190610
2,"МЕТИС","СЕРЫЙ","МАРСИ",1170,3,20180902
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ЯНТАРНЫЙ БАРОН","БРЮС",1172,1,20090901
2,"СКОТТИШ-ФОЛД","БЕЖЕВЫЙ ТАББИ","КАРАМЕЛЬКА",1173,2,20191103
2,"МЕТИС","РЫСЬ","МАНУША",1174,4,20200725
2,"МЕТИС","СЕРЫЙ ТАББИ БИК.","КНОПА",1175,4,20200704
2,"МЕТИС","СЕРЫЙ ТАББИ БИК.","ЛИНА",1177,2,20190903
1,"ВЕЛЬШ-КОРГИ-ПЕМБРОК","РЫЖИЙ С БЕЛЫМ","СУША",1176,1,20191127
2,"МЕТИС","СИЛТАББИПОЙНТ","МАЛЫШ",1178,3,20190404
2,"МЕТИС","РЕДПОЙНТ","СНЕЖОК",1179,3,20190717
2,"МЕТИС","КРАСНЫЙ МРАМОР","ТОПА",1180,3,20190515
2,"СКОТТИШ СТРАЙТ","СЕРЕБР. ТАББИ","ШАНЯ",1181,4,20190415
1,"МЕТИС","ПЕСОК","ТАНВЯН",1191,1,20191219
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","ОРАНЖ","МАРТИН",1182,1,20160112
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","ОРАНЖ СОБОЛИНЫЙ","ШАНДИ",1183,2,20181213
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","УМКА",1185,3,20180802
2,"СКОТТИШ-ФОЛД","ДЫМЧАТЫЙ ТАББИ","ЛЕО",1187,3,20180509
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","ПОРОДНЫЙ","КЛЯКСА",1188,2,20150313
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБАЯ","ЭЛЯ",1189,4,20190401
2,"МЕТИС","БИКОЛОР","ФИЛЯ",1190,3,20190705
2,"МЕТИС","СЕРЫЙ ТАББИ","КАТЯ",1192,2,20190815
1,"МЕТИС","ЧЕРНЫЙ","ДИК",1195,1,20180401
2,"МЕТИС","БЕЛО-ГОЛУБОЙ","НЮСИК",1196,3,20190815
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","КОЛБАСКА",1197,4,20181207
2,"МЕТИС","РЫЖИЙ С БЕЛЫМ","МЭРС",1198,3,20180215
2,"МЕТИС","ЧЕРНЫЙ","НОЧКА",1200,4,20190601
1,"МЕТИС","ЧЕРНЫЙ","ЧЕРНЫШ",14479,1,20170606
1,"ОВЧАРКА ВОСТОЧНО-ЕВРОПЕЙСКАЯ","ПОРОДНЫЙ","ЗАРА",1257,2,20190915
1,"ЛАЙКА КАРЕЛО-ФИНСКАЯ","ПОРОДНЫЙ","БУРАН",1253,1,20130420
1,"МЕТИС","СЕРО-БЕЛЫЙ","ТОТО",1252,1,20190415
1,"МЕТИС","СЕРО-БЕЛЫЙ","ЛОЛА",1251,2,20190415
2,"РУССКАЯ ГОЛУБАЯ","ГОЛУБОЙ","ЛУНА",2122,2,20191001
1,"ВЕЛЬШ-КОРГИ-ПЕМБРОК","РЫЖИЙ С БЕЛЫМ","ЧОПА",9087,1,20191211
2,"МЕТИС","ТРЕХЦВЕТНЫЙ","МОРТИС",1202,3,20140810
2,"МЕТИС","РЫЖАЯ","РЫЖАЯ",1203,4,20170308
2,"МЕТИС","СЕРЫЙ ТАББИ","ВАСИЛИСА",1205,2,20190804
2,"МЕТИС","РЫЖИЙ","КИРЮША",1157,3,20081020
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","БЕЛОЧЕРНЫЙ","КУЗЯ",1204,1,20191015
2,"ТАЙСКАЯ","СИЛТАББИПОЙНТ","КОКОС",1249,3,20190325
2,"МЕТИС","ЧЕРЫЙ ТАББИ БИК","МАЛИНКА",1248,4,20190515
2,"МЭЙН-КУН","КРЕМОВЫЙ","АРЬЯ",1206,4,20190205
