"species","breed_name","color","name","actual_card_num","sex","birth_date"
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ДЫМЧАТО-ГОЛУБАЯ","МАРК",6259,3,20151215
1,"ТЕРЬЕР ЯГД","ПОРОДНЫЙ","ЯША",6188,1,20160510
1,"ТЕРЬЕР ПИТ-БУЛЬ","РЫЖАЯ","ФРИДА",6256,2,20160425
2,"СКОТТИШ-ФОЛД","ЧЕРНЫЙ","ТОМАС",6258,1,20160420
2,"МЕТИС","КРЕМОВАЯ","СИМОНА",6249,2,20160601
1,"ШИ-ТЦУ","ПОРОДНАЯ","МУЗА",6261,2,20160320
1,"МЕТИС","ЧЕРНЫЙ С ПОДПАЛОМ","БОНИ",6254,2,0
1,"МЕТИС","чепрак","МАТИЛЬДА",6255,2,20130611
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБАЯ","БУСЯ",6248,4,20110801
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","серый дымчатый","МУСЯ",6887,4,20140401
1,"МЕТИС","ЧЕПРАК","РИЧИ",6190,1,20160515
1,"МЕТИС","ТРИКОЛОР","АСЯ",6192,2,20141217
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ЛЮСИ",6193,4,20150311
1,"МЕТИС","КРЕМОВЫЙ","ТОПА",6194,1,20090615
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","СОФИ",6196,2,20160327
2,"МЕТИС","БИКОЛОР ВАН","МЭР",6246,3,20150801
1,"МЕТИС","РЫЖАЯ С БЕЛЫМ","ЛАНА",6250,4,20100712
2,"МЕТИС","РЫЖЕБЕЛЫЙ ТАБИ","БУСИНКА",6241,4,20160712
2,"МЕТИС","ЧЕРЕПАХОВЫЙ ВАН","ЛИЛИ",6232,2,20160516
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","АЙКА",6237,2,20160523
2,"МЕТИС","ЧЕРНЫЙ","ЖУЛИК",6197,3,20030615
2,"МЕТИС","СЕРЫЙ ТАББИ","СОНЯ",6198,2,20120615
1,"МЕТИС","ЗОНАРНО-СЕРЫЙ","ЛИЛИ",6199,2,20160405
2,"МЕТИС","ЧЕРНЫЙ","БАГИРА",6240,2,20160416
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","ТРЕХЦВЕТНАЯ","ДЕЛЯ",6247,2,20140719
1,"МЕТИС","ЧЕПРАЧНЫЙ","УКСУС",6245,1,20120214
2,"МЕТИС","РЫЖИЙ ТАБИ БИКОЛОР","ШВЕПС",6238,3,20130409
2,"МЕТИС","ЧЕРНОБЕЛЫЙ БИКОЛОР","МУРКА",6229,4,20150501
2,"МЕТИС","РЫЖИЙ","ТОШКА",6227,3,20150815
2,"МЕТИС","СЕРОБЕЛЫЙ БИКОЛОР","МАРКИЗ",6217,3,20150401
2,"СФИНКС КАНАДСКИЙ","ПОЙНТ","МАСЯ",6213,2,20160414
2,"МЕТИС","МРАМОРНЫЙ ТИГР","МЕРСЕДЕС",6212,1,20131001
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","ДИЗЕЛЬ",6944,1,20160401
1,"ШНАУЦЕР МИТТЕЛЬ","ПЕРЕЦ С СОЛЬЮ","УГА",9007,2,20160622
1,"ЧИ-ХУА-ХУА","ЧЕПРАЧНЫЙ","РОЙ",5594,1,20160326
1,"МЕТИС","ТРИКОЛОР","РЕКС",6236,1,20160308
2,"МЕТИС","ЧЕРНЫЙ","РАНЕТКА",6235,4,20080615
2,"МЕТИС","БИКОЛОР","БЕЛОСНЕЖКА",6206,2,20160515
1,"МЕТИС","ЧЕРНЫЙ","МАРТА",6234,2,20160212
2,"МЕТИС","ЧЕРНЫЙ","МУРКА",6205,2,20080801
2,"МЕТИС","ЧЕРНАЯ","АЯ",6907,4,20150420
1,"БОЛОНКА РУССКАЯ ЦВЕТНАЯ","ТРИКОЛОР","ТОПА",6228,3,20151211
1,"МЕТИС","ЧЕРНО-БЕЛЫЙ","ДЖЕССИКА",6243,2,20150606
2,"МЕТИС","СЕРЫЙ ТАББИ","ШМЕЛЬКА",8937,4,20150508
2,"ХАЙЛЕНД СТРАЙТ","СЕРЕБР. ТАББИ","КАМИЛЛА",6202,2,20160511
2,"МЕТИС","СЕРЫЙ ТАББИ","СИМБА",6203,3,20150915
2,"СКОТТИШ-ФОЛД","МРАМОР. ТАББИ","ЦЕСА",6204,2,20151029
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","МОНТИК",6207,1,20151115
2,"ПЕРСИДСКАЯ","ГОЛУБОЙ","ДЖУСЯ",6399,4,20070501
2,"СКОТТИШ-ФОЛД","БЕЛОСЕРЫЙ ТАБИ","ДЖОН",6393,1,20160314
1,"СПАНИЕЛЬ АНГЛИЙСКИЙ","РЫЖИЙ","ДЖОЙ",6208,1,20130814
1,"ХАСКИ","ПОРОДНЫЙ","АРС",6215,1,20140815
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","ТОМ",6219,3,20130527
2,"МЕТИС","БЕЛЫЙ ДЫМЧАТЫЙ","ФРОСЯ",6096,4,20110606
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","ФЕДОР",1057,3,20130905
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","МИККИ",6394,1,20160526
2,"МЕТИС","ЧЕРНЫЙ","КУБИК",6386,3,20140403
1,"МЕТИС","ЧЕПРАК","ДЭЗИ",6391,2,20160201
2,"МЕТИС","РЫЖИЙ ТАБИ","ТИМА",6384,3,20110701
2,"СИАМСКАЯ","ПОРОДНЫЙ","АРНОЛЬД",6383,1,20131001
2,"СФИНКС ДОНСКОЙ","ЧЕРНЫЙ","ГРЕМЛИН",6381,3,20140601
1,"ТЕРЬЕР ЯГД","ЧЕПРАЧНЫЙ","ЛАРРИ",6390,1,20160422
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","РЫЖЕ-БЕЛЫЙ","ДЭЗИ",6388,2,20160607
1,"МЕТИС","ЧЕРНЫЙ","НИКА",6385,2,20150701
2,"МЕТИС","СЕРЫЙ ТАББИ","МУРКЕЛЬ",6380,4,20150503
1,"ШИ-ТЦУ","ПАЛЕВЫЙ","КЕЛЬТ",6382,1,20150401
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","ЗУБАР",6377,1,20160601
2,"МЕТИС","СЕРЫЙ ТАББИ","ТИМ",6221,1,20160315
1,"ТЕРЬЕР ТОЙ РУССКИЙ ГЛАДКОШЕРСТНЫЙ","ЧЕРНЫЙ","НЕЛЛИ",6222,2,20160527
1,"ХАСКИ","ПОРОДНЫЙ","ТОГА",6223,2,20160107
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ЭЛИС",6224,2,20151204
2,"МЕТИС","ЧЕРНЫЙ","СИМА",6226,4,20150515
2,"МЭЙН-КУН","СЕРЕБР. МРАМОР","ГЕРА",6299,1,20141212
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","МАРГОША",6340,4,20090515
2,"МЕТИС","СЕРЫЙ ТАББИ БИК","ФЕЛИКС",6362,1,20160515
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","ДЕНСИ",6313,1,20140731
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","АРЧИ",6361,1,20150601
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","ОРАНЖЕВЫЙ","МИШЕЛЬ",6349,2,20160513
2,"МЕТИС","БЕЛАЯ","УМКА",6376,4,20140701
2,"СКОТТИШ СТРАЙТ","ЛИЛОВЫЙ","ФИМА",6375,3,20150902
1,"МЕТИС","РЫЖИЙ","ПИНК",6360,2,20130409
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","РИЧАРД",6359,1,20160514
2,"СФИНКС КАНАДСКИЙ","ГОЛУБОЙ БИКОЛОР","ЛОЛИТА",6373,2,20150606
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ПЯТНЮСЯ",6210,4,20070606
2,"МЕТИС","ЧЕРНЫЙ","КУЗЯ",6355,3,19990606
1,"МЕТИС","КРЕМОВЫЙ","ДЖЕССИ",6356,2,20160602
2,"МЕТИС","СЕРЫЙ ТАББИ","БОНЯ",6364,3,20120902
2,"СКОТТИШ-ФОЛД","СЕРЫЙ ТАББИ","ТАЯ",6369,4,20130301
2,"МЕТИС","РЫЖИЙ ТАБИ БИКОЛОР","СИМБА",6497,3,20160301
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","ПОРОДНЫЙ","ЗАРА",6500,2,20150123
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","БЕЛОРЫЖИЙ","РЫЖИЙ",6493,1,20160602
1,"ОВЧАРКА СРЕДНЕАЗИАТСКАЯ","БЕЛАЯ С ПАЛЕВЫМИ И","ГЕРА",6499,2,20160531
1,"ТЕРЬЕР ВЕСТ-ХАЙЛЕНД-УАЙТ","БЕЛЫЙ","БИМ",6492,1,20160520
2,"МЕТИС","БЕЛОРЫЖИЙ","МАКС",6491,3,20130712
2,"МЕТИС","ЧЕРНЫЙ","КУЗЯ",6479,1,20160422
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","БИКОЛОР","ЯША",6495,1,20160528
1,"ХАСКИ","ЧЕРНО-БЕЛЫЙ","МЕРЛИН",6496,1,20160604
2,"МЕТИС","Ш/П","КОТОФЕЙ",6211,3,20141228
1,"АКИТА-ИНУ","ПОРОДНЫЙ","НОРИ",6370,2,20160513
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ЛОРД",6494,1,20160510
2,"МЕТИС","БИКОЛОР","КАСЯ",6476,4,20130602
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВАЯ","САЙМОН",6467,1,20160528
2,"СИАМСКАЯ","ПОРОДНЫЙ","ТОФИ",6459,4,20110701
2,"СФИНКС КАНАДСКИЙ","СЕРЫЙ ДЫМ","МАЛЫШ",6457,3,20160308
2,"МЕТИС","ЧЕРНОБЕЛАЯ","МАЛЫШКА",6454,4,20150909
1,"МЕТИС","ЧЕПРАК","МАГДА",6490,2,20160509
1,"СПАНИЕЛЬ АНГЛИЙСКИЙ","РЫЖИЙ","ВЕСТА",6487,4,20110327
2,"МЕТИС","ЧЕРНЫЙ","БЛЭКИ",6451,1,20160606
2,"БЕНГАЛЬСКАЯ","ЗОЛОТИСТЫЙ","ТИМ",6449,3,20150628
2,"КОРНИШ-РЕКС","ШОКОЛАДНЫЙ МИНК","ДЕЙМОН",6446,3,20140427
2,"МЕТИС","ЧЕРНЫЙ","ЧЕРНУШИК",8488,3,20030606
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","КУЗЯ",5795,1,20160504
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","ГЕРДА",6484,2,20160427
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","ШОППАРД",6444,3,20160108
1,"СЕТТЕР ИРЛАНДСКИЙ","РЫЖИЙ","ДЖЕССИКА",6481,2,20110308
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","БУСЯ",6480,1,20111121
2,"МЭЙН-КУН","РЫЖИЙ","ТИМОХА",6443,1,20050427
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАЧНЫЙ","ЛИНДА",6475,2,20160610
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","МУРКА",6474,4,20150901
1,"ОВЧАРКА НЕМЕЦКАЯ","ПОРОДНЫЙ","КЛЕПА",6473,1,20160610
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","МОНИКА",6471,2,20160607
1,"МЕТИС","ПАЛЕВЫЙ","БЭНДЖИК",6470,1,20160509
2,"МЕТИС","ЧЕРНЫЙ С БЕЛЫМ","ЭЛЬЗА",6428,2,20160409
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","КЕЛЛИ",6468,2,20160521
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","ПОРОДНЫЙ","МОНИКА",6466,2,20160610
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","ЛОКИ",6465,1,20160618
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","АРЧИ",6463,1,20160602
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","ПОРОДНАЯ","МАГА",6461,2,20160601
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПЕПЕЛЬНЫЙ","ДЭН",6460,1,20100719
1,"МЕТИС","ЧЕПРАЧНЫЙ","ЛОРА",6458,2,20160515
2,"МЕТИС","ЧЕРЕПАХА","ЧИКА",6435,4,20130920
2,"СКОТТИШ СТРАЙТ","ЧЕРНЫЙ ДЫМ","ТОША",6432,3,20160125
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","СТЕША",6456,2,20150819
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","МАКС",6455,1,20160910
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","КИТИ",5593,2,20150620
2,"СФИНКС КАНАДСКИЙ","ГОЛУБОЙ БИКОЛОР","ФАРАОН",6445,3,20151231
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","ЭММИ",6453,2,20160617
2,"МЕТИС","БЛЮПОЙНТ ТИКИНГ","МАША",6452,2,20160608
1,"МЕТИС","ПОРОДНЫЙ","ЯНА",6450,2,20121218
1,"МЕТИС","ПОРОДНЫЙ","ДУСЯ",6448,2,20080713
2,"МЕТИС","БИКОЛОР","ФИЛЯ",6434,3,20150301
1,"МЕТИС","РЫЖИЙ","ТАЙСОН",6447,1,20160601
1,"МЕТИС","БИКОЛОР ЧЕРНОБЕЛ.","БАСЯ",6441,2,20090401
2,"СКОТТИШ-ФОЛД","ЧЕРНЫЙ","СИЛЬВЕСТР",6439,1,20160620
1,"ПЕКИНЕС","ПОРОДНЫЙ","ТИМА",6436,1,20160609
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","СТИВ",6430,3,20150615
1,"КАНЕ-КОРСО","ЧЕПРАЧНЫЙ","РИМ",6429,1,20160701
1,"МОПС","ПЕСОК","УЛЯ",6427,2,20151230
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","ЛЕЛЯ",6426,2,20150416
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","ЛЕЛЯ",6176,2,20091009
2,"МЕТИС","ЧЕРЕПАХА","КАТЯ",5299,4,20120528
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ТРЕХЦВЕТНЫЙ","МОНЯ",9150,2,20160629
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","СЭМ",6175,1,20160410
2,"МЕТИС","ГОЛУБОЙ ТАББИ","БОНЯ",6424,2,20160509
1,"ТЕРЬЕР ЯГД","ЧЕПРАЧНЫЙ","СЭМ",6425,3,20100615
2,"МЕТИС","ЧЕРНЫЙ","ШАНИ",6418,3,20150308
1,"МЕТИС","ЧЕНОБЕЛЫЙ","БОСС",6422,1,20160625
2,"СКОТТИШ-ФОЛД","СЕРАЯ","СМУЗИ",6411,2,20160505
1,"МЕТИС","ЧЕРНАЯ","АСЯ",6421,2,20160601
2,"МЕТИС","СЕРЫЙ ТАБИ","АРТЕМ",6408,3,20150501
2,"МЕТИС","ШОКОПОЙНТ","МИТРОФАН",6416,3,20000802
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ТОМАС",5162,1,20160620
1,"ОВЧАРКА НЕМЕЦКАЯ","ПОРОДНЫЙ","БАСТА",5947,2,20160604
2,"МЕТИС","СЕРОБЕЛЫЙ","ЛАРРИ",6406,3,20150308
2,"СИАМСКАЯ","ПОРОДНЫЙ","СТЕПА",6403,1,20150622
1,"ШАР-ПЕЙ","РЫЖАЯ","ВЕСТА",6415,2,20100326
1,"БИГЛЬ","ПОРОДНЫЙ","ДЕКСТЕР",6401,1,20160711
1,"МЕТИС","ЗОНАРНО-ЖЕЛТЫЙ","ДЖЕЙК",6414,1,20160515
2,"МЕТИС","РЭДПОЙНТ","ЛЮСЯ",6404,4,20110615
2,"МЕТИС","БЕЛО-ЧЕРНЫЙ","ПИРАТ",5853,1,20160615
1,"ШПИЦ КАРЛИКОВЫЙ","РЫЖИЙ","МАСЯНЯ",1309,2,20160628
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","ШИНШИЛЛА","ЛЕРА",1410,2,20040916
2,"МЕТИС","СЕРЫЙ БИКОЛОР","ЧУЧА",6596,2,20160615
2,"МЕТИС","ЧЕРНЫЙ","КАША",6597,4,20000909
1,"ТЕРЬЕР ФОКС","ЧЕПРАЧНАЯ","МАЛЫШ",6593,1,20140401
1,"ЧИ-ХУА-ХУА","ПАЛЕВЫЙ","ТОША",6592,1,20160607
2,"МЕТИС","ПЕРСИКОВЫЙ","НАГЛЮК",6591,1,20110308
2,"МЕТИС","СЕРЫЙ ТАББИ","ПАТИФИЯ",6590,4,20150615
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЕБР. ТАББИ","ЖОРА",6589,1,20160712
1,"РЕТРИВЕР ЛАБРАДОР","ЗОЛОТИСТЫЙ","ДЖЕРРИ",6588,1,20160602
2,"СКОТТИШ-ФОЛД","ЧЕРНЫЙ","АЧИ",6587,1,20160521
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","БАНТИК",6586,3,20151228
1,"МЕТИС","РЫЖИЙ","ЛАСКА",6585,4,20150115
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","ТИГРОВЫЙ","ЭДИК",6584,1,20101107
2,"СКОТТИШ-ФОЛД","ЧЕРЕПАХОВЫЙ","МУСЯ",6583,4,20130615
2,"МЕТИС","СЕРЫЙ ДЫМ","КИТИ",6569,4,20140601
1,"МОПС","БЕЖЕВЫЙ","НАЙДА",6582,4,20110606
1,"МЕТИС","ЧЕРНО-БЕЛЫЙ","СТЕЛЛА",6581,2,20160509
1,"МЕТИС","ЗОНАРНО-ЖЕЛТЫЙ","ШАРИК",6580,1,20090615
2,"СКОТТИШ СТРАЙТ","СЕРЕБРИСТЫЙ ТАББИ","МАРСЕЛЬ",6577,4,20150715
2,"МЕТИС","СЕРЫЙ ТАББИ","КУЗЯ",6575,1,20160615
2,"КОРНИШ-РЕКС","РЫЖИЙ ТАББИ","ФЕЛИКС",6574,1,20160630
1,"МЕТИС","ЗОНАРНО-СЕРЫЙ","ЛУНА",6572,2,20160223
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","МИККИ",6571,1,20160509
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","АБРИКОСОВЫЙ","МИШКА",6570,1,20160604
1,"ЛАЙКА ЗАПАДНО-СИБИРСКАЯ","ПАЛЕВЫЙ","БОЙ",6567,1,20160707
1,"ШПИЦ КАРЛИКОВЫЙ","РЫЖИЙ","ЮТА",6565,2,20160415
2,"МЕТИС","СЕРЫЙ ТАБИ","ФЕЛИКС",6560,3,20150901
2,"МЭЙН-КУН","РЫЖИЙ","ЛИСАН",6555,1,20160423
2,"СКОТТИШ СТРАЙТ","ШОКОЛАДНЫЙ ТАБИ СМ","ТИМОФЕЙ",6553,3,20160210
1,"ТАКСА СТАНДАРТНАЯ ГЛАДКОШЕРСТНАЯ","РЫЖИЫЙ С ЧЕРНЫМ","АЛЬМА",6612,2,20160715
2,"МЕТИС","СЕРЫЙ ТАБИ","ТИХОН",6552,3,20140501
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","СОНЯ",6563,4,20121118
1,"ГОНЧАЯ ЭСТОНСКАЯ","ПОРОДНЫЙ","БОНЯ",6561,2,20130616
1,"БИГЛЬ","ПОРОДНЫЙ","КИДА",6558,2,20160714
2,"МЕТИС","ЧЕРНЫЙ","ПАШТЕТ",6557,1,20160715
2,"МЕТИС","СЕРЕБР. ТАББИ","ТОМ",6556,3,20160330
1,"МЕТИС","ЧЕРНЫЙ","ФОКС",7733,1,20150519
2,"МЕТИС","ЧЕРНАЯ","ВАРВАРА",6551,4,19990615
1,"МЕТИС","ЧЕПРАК","РАЛЬФ",6599,1,20160715
1,"ТАКСА СТАНДАРТНАЯ ГЛАДКОШЕРСТНАЯ","рыжий","БОЗОН",858,1,20160726
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","АЙДА",6600,2,20050801
2,"МЕТИС","СЕРЫЙ ТАББИ","СЕНЯ",6550,3,20151125
2,"МЕТИС","ЧЕРНЫЙ","ПАШТЕТ",6549,3,20150606
1,"МЕТИС","ЖЕЛТЫЙ","БОНЯ",6548,4,20150615
2,"СКОТТИШ-ФОЛД","СЕРЕБР. ТАББИ","КОЙ",6547,1,20160606
2,"МЕТИС","СЕРЕБР. ТАББИ БИК","ТОСИК",6545,3,20151115
2,"СФИНКС ДОНСКОЙ","ЧЕРНЫЙ БИКОЛОР","МАКС",6543,3,20151231
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ","СТЕША",6536,2,20140815
2,"МЕТИС","СЕРЫЙ ТАБИ","ФИДЕЛЬ",6534,1,20160715
1,"ТЕРЬЕР ЯГД","ЧЕПРАЧНЫЙ","ГРЕССИ",6542,2,20160701
1,"ТЕРЬЕР ЯГД","ЧЕПРАК","РОККИ",6541,1,20160701
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","СОНЯ",6530,4,20140105
2,"МЕТИС","ЧЕРЕПАХА","ЧИТА",6526,4,20140309
1,"ЧИ-ХУА-ХУА","ПЕСОЧНЫЙ","ТЭДДИ",6538,1,20130801
2,"МЕТИС","РЫЖИЙ ТАБИ","ЛЮСЬЕН",6522,3,20160308
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","ДАРИК",6537,1,20160727
2,"МЕТИС","БИКОЛОР","ЭММА",6520,2,20140901
2,"МЕТИС","ЧЕРЕПАХА","ЭЛЯ",6519,2,20160601
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","СЕМЕН",6535,3,20150924
2,"МЕТИС","ЧЕРНЫЙ","НАБУ",6533,3,20140915
2,"МЕТИС","СЕРЫЙ ДЫМ","СЕНЯ",6517,3,20150717
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРИСТЫЙ","ШЕРРИ",6532,2,20160401
2,"МЕТИС","СЕРЕБРИСТЫЙ ТАББИ","БАСЯ",6516,4,20070901
2,"МЕТИС","ЧЕРЕПАХА","МУРЗЯ",6513,2,20130601
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","БЭССИ",6512,4,20130701
1,"МЕТИС","РЫЖИЙ","МАЛЫШ",6531,1,20150901
1,"ПИНЧЕР КАРЛИКОВЫЙ","ЧЕПРАЧНЫЙ","ДЖОН",6529,1,20130509
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","БАДИ",6528,1,20160304
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ПОРОДНЫЙ","МИЛА",6527,2,20160304
2,"ПЕРСИДСКАЯ","ГОЛУБОКРЕМ. ЧЕР.","АСЯ",6525,2,20160810
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","СОБОЛИНЫЙ","БУБОН",6524,1,20160714
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВАЯ","МИРА",6598,2,20160605
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ","БУМЕР",6483,1,20160422
2,"МЕТИС","СЕРЕБР. ТАББИ","ТИМОФЕЙ",6521,3,20100815
1,"ТЕРЬЕР АМЕРИКАНСКИЙ СТАФФОРДШИРСКИЙ","РЫЖЕ-БЕЛЫЙ","АЛЬБА",6518,2,20100615
2,"МЕТИС","КРАСНЫЙ ТАББИ","РЫЖИК",6515,3,20150815
2,"МЕТИС","РЫЖИЙ ТАББИ","РЫЖИЙ КУЗЯ",6514,1,20160805
2,"МЕТИС","ЧЕРНЫЙ","ХВОСТИК",1653,3,20160223
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","МОНИКА",6405,2,20160603
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ ТАБИ","ГАВ",6699,1,20160410
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","КАРТЕЛЬ",6407,1,20160906
2,"МЕТИС","ЧЕРНОБЕЛАЯ","СОНЯ",6602,4,20120501
2,"МЕТИС","ЧЕРНЫЙ","МАРТА",6413,4,20110715
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","ЧЕРНЯШКА",6698,4,20160301
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","ЛАКИ",6697,3,20060615
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","ТИГРОВЫЙ","МАКС",6696,1,20100115
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","ШАГРАТ",6601,3,20121115
2,"МЕТИС","ЧЕРНАЯ","ЛЮСЯ",6603,4,20080501
2,"МЕТИС","ЧЕРНОБЕЛЫЙ БИКОЛОР","ЗЕФИР",6690,3,20160308
2,"ПЕРСИДСКАЯ","СЕРАЯ","МЕЛАНИЯ",6606,2,20070308
2,"МЕТИС","РЫЖИЙ ТАБИ","ТИМОФЕЙ",6614,3,20150701
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","ТИГРОВЫЙ","ЖАДИН",5916,1,20160107
2,"МЕТИС","ЧЕРЕПАХОВЫЙ ТАББИ","МУРКА",6695,4,20160301
2,"СФИНКС КАНАДСКИЙ","ЧЕРЕПАХОВЫЙ","ТАЙРА",6694,2,20160815
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","МАСЯ",6693,2,20160715
1,"ТЕРЬЕР АМЕРИКАНСКИЙ СТАФФОРДШИРСКИЙ","ЗОЛОТИСТО-БЕЛЫЙ","ВИННИ",6689,1,20160115
2,"МЭЙН-КУН","ЧЕРНЫЙ","СЕНЯ",6688,1,20120415
2,"МЕТИС","СЕРЫЙ ТАБИ","ТИМА",6624,3,20140509
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБАЯ","СОНЯ",6625,2,20160601
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","ЧЕРНОБЕЛАЯ","ЯНУШ",8733,1,20070316
2,"МЕТИС","ФРАЧНЫЙ","ВИННИ",6634,4,20141014
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ГРИША",6082,1,20160415
2,"СКОТТИШ-ФОЛД","ЧЕРНЫЙ ДЫМЧАТЫЙ","МУСЯ",6662,4,20121101
2,"МЕТИС","СЕРЫЙ ТАБИ","ТОША",6650,1,20130501
2,"МЕТИС","ЧЕРНЫЙ С БЕЛЫМ","ПОМОЙКИН",6687,1,20160415
2,"МЕТИС","ВАН","ТОМ",6682,3,20100615
2,"МЕТИС","БЕЛО-КРЕМОВЫЙ","БАРСИК",6681,1,20160701
